Title,Opus Number,Movement Number,0,1,2,3,4,5,6,7,8,9,10,11,Range,Duration
Op. 6 v,6,v,6.944936933286054,11.397598905830504,7.674383263259206,5.268223494250544,7.861810445266197,10.835317359809531,7.481890481738512,8.267058406362391,9.209259915911048,10.835317359809531,8.115090420951319,6.10911301352515,6.12937541157996,1645.0833333333335
Op. 6 vi,6,vi,5.508771929824565,13.298245614035094,8.631578947368425,7.087719298245617,4.947368421052634,16.49122807017545,13.684210526315796,7.894736842105267,1.052631578947369,4.666666666666668,8.421052631578952,8.315789473684214,15.438596491228079,237.4999999999999
Op. 7 i,7,i,5.4360135900339746,9.626274065685163,5.4360135900339746,17.440543601359,8.607021517553793,9.286523216308039,6.115515288788221,4.0770101925254805,6.3420158550396355,12.910532276330688,7.7010192525481305,7.021517553793882,13.363533408833518,73.58333333333334
Op. 7 ii,7,ii,11.787092261524206,9.937327618718106,7.253793596952001,10.705555848043364,7.435804592822907,6.372426301126113,5.2727317658612165,7.405290352665092,5.80780541369895,11.538895448972971,7.766303898194166,8.716972901420727,6.51436049566299,197.85565476190513
Op. 7 iii,7,iii,13.578274760383389,7.507987220447286,2.5878594249201288,8.338658146964857,7.028753993610224,8.785942492012781,7.987220447284347,5.750798722044729,6.23003194888179,12.01277955271566,11.884984025559108,8.30670926517572,10.99041533546326,52.16666666666666
Op. 7 iv,7,iv,6.20765533615149,13.066767039203208,9.598123805663334,11.23400312699057,4.887370432567032,5.02634779083908,5.202964850309808,8.445769876657602,15.409114598413353,5.252185998031159,4.893161155828367,10.776535989345076,10.521744165846322,123.3499999999999
Op. 8 i,8,i,10.700962104849786,9.522874533673663,8.933830748085601,13.587276654231289,6.518751227174548,7.79501276261535,8.874926369526795,6.224229334380517,4.300019634792849,8.187708619674057,6.81327311996858,8.541134891026894,9.287257019438439,84.8833333333334
Op. 8 ii,8,ii,11.590134349308185,7.051667669273434,2.539937169975266,8.208007486130594,8.94325245638659,5.621281999866311,11.770603569280116,9.484660116302376,7.619811509925797,7.933961633580634,9.130405721542663,10.106276318427899,9.23066639930485,113.34090909090922
Op. 9 i,9,i,9.222869225218572,12.498531657465051,4.430199191153026,6.608380460136597,5.648503968720108,6.3868705005789455,12.310583812991892,12.975113691664847,6.183819704317766,7.346746991995436,8.568407981070965,7.81997281468678,8.54491450051182,56.43087121212122
Op. 9 ii,9,ii,13.475560356467724,5.644072373751012,8.236564947339991,12.314339724547663,10.369970294355923,8.641641911963271,5.617067242776127,5.860113421550094,4.563867134755602,6.6972724817715354,7.345395625168781,11.234134485552252,8.911693221712122,46.28750000000001
Op. 9 iii,9,iii,7.04032809295968,9.022556390977455,8.671679197995,3.978127136021878,6.106174527227165,6.561859193438148,12.882205513784479,15.105946684894073,4.18318523581682,9.851902483481442,10.740487582592857,5.855547960811125,11.127819548872196,41.24999999999995
Op. 9 iv,9,iv,5.009276437847868,6.864564007421152,6.122448979591838,4.452690166975882,11.873840445269021,6.679035250463823,16.69758812615956,13.358070500927646,6.122448979591838,5.565862708719853,12.244897959183676,5.009276437847868,12.244897959183678,22.45833333333333
Op. 9 v,9,v,8.925619834710742,4.958677685950412,3.9669421487603294,6.942148760330577,13.884297520661153,8.595041322314048,9.917355371900824,8.099173553719009,9.58677685950413,4.628099173553718,5.950413223140495,14.545454545454541,10.578512396694212,50.41666666666668
Op. 9 vi,9,vi,11.789772727272725,7.670454545454544,7.670454545454544,6.8181818181818175,8.948863636363635,4.261363636363636,10.227272727272725,12.499999999999996,13.352272727272727,6.534090909090907,4.119318181818182,6.107954545454545,9.232954545454545,41.90476190476191
Op. 10 i,10,i,8.40108401084011,7.046070460704609,5.555555555555556,7.046070460704609,1.8970189701897022,7.994579945799458,2.710027100271003,8.401084010840112,23.577235772357728,8.94308943089431,8.401084010840112,10.027100271002713,21.680216802168026,73.79999999999998
Op. 10 ii,10,ii,9.397715472481828,6.593977154724817,13.94080996884735,4.932502596053998,5.482866043613708,5.015576323987539,11.318795430944963,9.143302180685358,8.18276220145379,6.936656282450675,5.763239875389408,13.291796469366563,9.008307372793354,80.25
Op. 10 iii,10,iii,12.561640280301075,12.302102257980804,11.757072411108236,3.9449779392681057,28.445367246301608,7.526602647287827,1.0900596937451343,1.0900596937451343,6.540358162470807,6.228912535686483,6.851803789255132,1.6610433428497287,27.355307552556475,321.0833333333331
Op. 10 iv,10,iv,10.852713178294577,3.1007751937984502,3.8242894056847554,3.30749354005168,5.116279069767442,8.010335917312663,10.077519379844963,2.5839793281653747,7.751937984496125,20.36175710594316,15.193798449612409,9.819121447028426,17.777777777777786,32.24999999999999
Op. 10 v,10,v,9.036742800397251,8.738828202581956,12.545514730221823,6.454816285998036,7.348560079443916,7.745779543197642,7.348560079443918,11.02284011916588,6.090698444223787,9.831181727904703,8.308507116848757,5.527970870572677,7.017543859649146,99.37499999999966
Op. 11 i,11,i,6.467661691542288,6.965174129353234,14.17910447761194,5.970149253731343,10.281923714759536,7.960199004975125,7.213930348258707,7.79436152570481,8.7893864013267,9.45273631840796,5.970149253731344,8.955223880597014,8.208955223880597,103.96551724137932
Op. 11 ii,11,ii,6.101694915254242,9.604519774011312,9.717514124293796,6.327683615819216,8.135593220338992,8.361581920903962,8.587570621468934,9.03954802259888,8.361581920903964,7.4576271186440755,13.559322033898317,4.745762711864413,8.813559322033903,44.24999999999995
Op. 11 iii,11,iii,12.996389891696753,5.415162454873646,7.581227436823106,11.552346570397113,7.2202166064981945,11.913357400722022,11.55234657039711,8.664259927797833,1.4440433212996389,1.083032490974729,11.191335740072203,9.386281588447654,11.913357400722024,110.8
Op. 12 i,12,i,7.721459024159167,8.242539081004265,6.963524396020845,7.01089531027949,6.631927996210328,10.090004737091428,11.274277593557558,7.247749881572715,9.047844623401232,9.947891994315494,7.10563713879678,8.716248223590718,4.642349597347231,175.91666666666663
Op. 12 ii,12,ii,6.393237692719804,9.179117804631227,9.941067920709564,10.744687183760938,6.381332222156081,9.845824156199773,8.268349306506337,6.964700279778557,7.155187808798143,10.113697243883566,8.345734865170545,6.667063515685456,4.363354961604857,279.98333333333335
Op. 12 iii,12,iii,8.020357504810288,8.146306713863945,6.950707225004758,8.942761041669707,9.185846687131864,9.573608683518628,8.279599900121893,7.896244290057708,9.688174727905627,7.843000455326572,6.994036690510098,8.479356080078711,2.737467502900869,216.1365079365083
Op. 12 iv,12,iv,9.957789716039914,7.04144282425173,8.736249680225127,10.239191609107195,6.926323867996934,7.31005372217959,7.58506011767716,7.853671015605018,8.659503709388595,9.132770529547203,9.574059861857258,6.983883346124334,3.312867741110261,118.45454545454538
Op. 13 i,13,i,11.809937763136356,12.6912654456067,10.59344548366753,6.443948370389732,5.101647018685037,7.108509713061623,8.987955328166262,6.777574873701528,8.537154051268846,8.267533219327955,8.25054427542503,5.430484457563291,7.589618426921662,361.1974747474752
Op. 13 ii,13,ii,6.397417556215824,6.003081324969722,8.926671802208261,12.29778804886098,7.217270092806556,7.532739077803438,9.38336818165142,5.647261655845334,5.42533289314404,9.055060342613967,10.625068779575189,11.488940244305022,6.87245515571694,129.81428571428603
Op. 13 iii,13,iii,7.675337806783691,9.858442871587435,6.802095780862192,6.7423476422465125,9.568894199834519,8.350951374207167,5.538192848607395,12.317308576155867,9.858442871587433,7.238716793822942,7.560437540215073,8.488831694089509,6.779115727548472,164.8333333333337
Op. 13 iv,13,iv,6.37524815522343,9.104643468055082,10.298701893263072,7.679597790846242,7.471084974175206,10.075206119705495,6.632871775022576,8.03128108443312,8.95897583165815,7.514785265094284,8.657651920939923,9.19995172158336,3.923453738039642,286.0392857142859
Op. 14 i,14,i,9.508642983530684,9.501565264733898,8.849870695521973,7.9994555600925485,7.000408329930578,9.005036069143861,10.567578603511626,9.105757452021226,8.618483734857758,6.569756363141413,5.602286647611266,7.671158295903084,4.965291955900359,182.21726190476204
Op. 14 ii,14,ii,7.825036249395858,7.6033970862390525,8.804621510276434,6.591912357016285,9.552164606780378,6.710856406361495,8.02964395037862,9.811503141614326,8.623213422633448,9.081681971967152,7.69941770811758,9.666551589219557,3.219590784598041,184.7321428571425
Op. 14 iii,14,iii,8.946256391903692,9.152036118127183,7.951769086241654,8.927674276157758,8.912533292957367,9.23737620525666,8.450733305345445,6.6606561551537755,8.161678171519801,8.35025223501558,7.430781618846383,7.8182531434745695,2.5767200501028853,131.61322463768133
Op. 14 iv,14,iv,10.601149456595762,9.369977936970562,9.010432271947272,8.94506033285213,7.675755182088093,7.354343148203639,10.105412251790927,8.329474573039528,5.6710157165036925,6.49633644757988,8.081605970637108,8.35943671179147,4.930133740092069,254.95138888888877
Op. 14 v,14,v,9.37146171601559,10.393665751596078,8.26940419767114,7.393995494833364,6.9210324538856085,6.427212159977118,8.097580161375546,9.313061407725527,8.914588555923263,7.253953939239845,10.762541168244537,6.881502993512403,4.335329008267419,70.15356744704569
Op. 14 vi,14,vi,9.008349201699136,10.268053317709096,7.2945656950344215,7.821883697085102,6.899077193496411,6.855134026658853,6.869781748938039,5.068111908598213,7.983008642156145,11.806064157023584,11.776768712465211,8.349201699135785,6.737952248425372,94.81944444444444
Op. 15 i,15,i,7.3532398943733455,9.516554946171025,6.591509242331909,9.719683120048742,8.175908998578096,7.769652650822663,6.957139955311795,8.886857607150105,7.383709120455001,9.7501523461304,9.089985781027822,8.80560633759902,3.158643103798492,164.1000000000001
Op. 15 ii,15,ii,7.226809130645957,9.587178241865,8.683827100534254,5.11898980087422,10.655658086449753,10.1019912578922,7.333657115104432,7.576493443419148,6.721709567751348,7.7901894123361,9.810587663914545,9.392909179213229,5.536668285575533,51.4749999999999
Op. 15 iii,15,iii,7.9428381522100295,10.103024260551665,6.214689265536717,7.411100033233625,9.238949817215012,10.069790628115642,9.538052509139236,5.882352941176465,7.544034562977727,8.607510800930534,7.477567298105677,9.970089730807567,4.2206713193752,113.97727272727282
Op. 15 iv,15,iv,7.6190476190476195,6.904761904761902,7.38095238095238,9.047619047619047,9.404761904761902,5.238095238095237,8.809523809523807,9.999999999999998,8.095238095238095,8.809523809523807,12.380952380952378,6.3095238095238075,7.142857142857141,87.50000000000001
Op. 15 v,15,v,8.184218245819888,9.328248753300086,10.648283954238778,5.720152537400996,7.626870049867995,11.058961572308593,8.536227632736871,7.216192431798181,7.92021120563215,7.568201818715164,8.096215899090641,8.096215899090641,5.338809034907597,284.08333333333337
Op. 16 i,16,i,3.7426900584795244,4.444444444444436,12.046783625730969,12.280701754385948,9.824561403508753,4.912280701754376,6.666666666666654,4.912280701754376,5.614035087719287,11.228070175438576,15.087719298245592,9.239766081871327,11.345029239766067,48.579545454545546
Op. 16 ii,16,ii,10.368663594470043,11.520737327188932,13.824884792626719,11.520737327188932,10.368663594470041,5.760368663594467,5.069124423963131,7.603686635944697,5.529953917050689,7.603686635944697,5.069124423963131,5.760368663594466,8.755760368663587,60.27777777777781
Op. 16 iii,16,iii,7.569141193595341,7.714701601164481,7.423580786026199,9.752547307132458,7.132459970887917,8.588064046579328,9.170305676855893,6.550218340611351,9.461426491994175,9.752547307132458,7.423580786026199,9.461426491994175,3.202328966521107,57.250000000000014
Op. 16 iv,16,iv,12.855782456882881,7.26907205586711,8.856205692519318,8.1261242196593,6.993968892180727,6.179240292032595,7.5653370013755215,7.9039255105279915,5.4914823828166375,7.586498783197553,8.284837583324524,12.887525129615923,7.396042746799286,28.127976190476165
Op. 16 v,16,v,9.526620233738633,7.313186164561442,10.465116279069763,9.048518474796358,5.8906858694369,5.9674182505017095,8.529099279896112,11.025852909927984,8.092314956911814,5.908393341990318,8.369732026915354,9.863062212253567,5.135167040491084,40.33809523809525
Op. 17 i,17,i,5.263696876600104,6.646185355862778,8.581669226830524,8.63287250384025,10.220174091141834,8.05939580133129,6.062467997951873,8.909370199692782,12.647209421402971,11.459293394777271,7.322068612391195,6.195596518177165,7.383512544802867,87.18749999999996
Op. 17 ii,17,ii,6.566431420681189,8.92911936176741,6.566431420681189,9.082540656643141,9.542804541270327,8.714329548941393,9.512120282295179,6.474378643755752,5.523166615526233,10.125805461798096,10.217858238723533,8.745013807916537,4.6946916231973,169.73958333333337
Op. 17 iii,17,iii,6.827061484680241,11.865103845362954,9.705942833641789,9.603125642607448,6.991568990335187,5.798889574336831,8.163684968126676,9.253547193090688,8.472136541229698,9.232983754883824,7.30002056343821,6.785934608266504,6.066214271026123,40.524999999999984
Op. 18 i,18,i,7.7663230240549925,6.9415807560137575,7.285223367697605,8.659793814433,8.591065292096234,11.61512027491411,8.865979381443314,10.446735395189021,6.185567010309287,7.422680412371145,7.835051546391764,8.384879725085923,5.429553264604824,134.72222222222203
Op. 18 ii,18,ii,8.818651838844989,7.735830650668227,8.15530192176373,7.6480343381133515,7.560238025558482,9.618573797678273,9.686859818554286,8.23334308847917,8.321139401034044,7.667544629792214,7.989464442493412,8.5650180470198,2.1266217929958042,128.13750000000005
Op. 18 iii,18,iii,8.756665050896741,8.66698982064953,8.467038293746961,8.414929714008714,8.579738245273862,8.12045564711584,9.495879786718358,7.872031022782346,8.919049927290343,8.248909355307795,7.398206495395046,7.060106640814339,2.4357731459040197,98.23809523809537
Op. 19 i,19,i,7.854785478547828,7.106710671067086,6.974697469746954,9.570957095709545,9.812981298129781,9.570957095709545,8.2288228822882,7.480748074807461,9.614961496149586,8.008800880087984,7.832783278327811,7.942794279427917,2.838283828382827,189.3750000000006
Op. 19 ii,19,ii,7.6440387906446094,6.674272675413577,7.9292641186537365,7.986309184255562,6.332002281802625,8.214489446662864,8.442669709070165,9.75470621791215,8.442669709070165,9.184255561893897,10.724472333143183,8.670849971477468,4.392470051340558,219.125
Op. 20 i,20,i,13.096062524732838,9.620542584531474,6.447313459086293,8.231653695642585,8.530921602251208,8.739777074264579,8.54191399551507,8.673822714681407,5.987006991162097,7.610308666402826,7.39678142725232,7.1238952644769595,7.109055533570741,216.6000000000007
Op. 20 ii,20,ii,7.2999225361067674,8.001381789648141,7.126654874519287,10.01319459491768,9.070021690762559,8.137287487121487,8.368585517476653,8.599933017358648,8.930347047402929,7.952554148938719,9.158443946428466,7.341673349318236,2.8865397203983933,564.6393079214432
Op. 21 i,21,i,14.069456812110491,7.123775601068598,10.685663401602906,10.329474621549478,6.500445235975101,5.966162065894956,12.021371326803262,5.78806767586824,11.48708815672312,8.281389136242248,4.185218165627809,3.561887800534306,10.507569011576186,673.7999999999961
Op. 21 ii,21,ii,8.38274185099324,8.747890584074867,8.235286653990558,7.266903875887515,7.621267625291625,8.697953390744518,11.584703811721408,8.952624013717807,8.461771311218403,7.576133828052941,6.22384188307629,8.248881171231126,5.360861928645118,232.1940235690229
Op. 22 i,22,i,7.878787878787978,7.121212121212209,8.636363636363745,11.060606060606203,6.818181818181903,6.818181818181903,9.090909090909202,9.090909090909202,7.57575757575767,6.212121212121288,9.696969696969818,10.000000000000126,4.848484848484914,183.3333333333312
Op. 22 ii,22,ii,6.542501164305016,9.93165299045022,9.333822604518591,8.27749025619718,9.420419808823729,7.910183198072157,6.908911110242793,8.53484068883385,8.165014815721564,6.46988683361066,9.018453166387715,9.486823362837173,3.461766156839559,174.25374278499177
Op. 23 i,23,i,7.637705848949462,8.390119250425897,8.082528866174524,9.937535491198185,8.868067385954953,7.216543630512969,8.446905167518457,7.453151618398639,9.298693923906875,8.158243422297938,8.513155404126445,7.997349990535682,2.720991860685216,220.12499999999994
Op. 23 ii,23,ii,8.40759106670146,8.7804332426084,8.698407963908872,7.448143867367607,6.545865801672815,8.385220536147045,6.992033605508119,8.421261946484716,8.130445049277304,10.166163329729187,9.906416613847355,8.118016976747073,3.620297528056372,149.00555555555562
Op. 23 iii,23,iii,8.169057298458215,8.161386822121635,8.358262381427197,7.634680780343106,9.21991255656974,6.882974099358218,9.33241287617292,10.889519572498763,8.636956354989621,8.00286364449897,7.414793792027799,7.297179821533565,4.006545473140545,139.68214285714325
Op. 24 i,24,i,6.947937924161164,6.471770047300391,8.53621881574992,8.306835619255528,7.2137060414788055,8.73238099757961,10.357046809991614,9.346178792337016,8.207172575261415,8.180279372913796,9.615110815813196,8.085362188157495,3.8852767626912224,263.38750000000016
Op. 24 ii,24,ii,8.524904214559387,7.567049808429119,6.0344827586206895,5.6513409961685825,7.2796934865900385,11.11111111111111,9.003831417624522,7.950191570881227,8.333333333333332,11.015325670498084,8.908045977011495,8.620689655172415,5.459770114942528,261.0
Op. 24 iii,24,iii,9.59199909080581,7.819070348903311,6.6030230708035225,9.160131833162891,7.375838163427688,8.455506307534977,8.375951812706017,7.9327196272303935,8.012274122059353,8.796454142516227,8.910103420843312,8.96692806000685,2.988976020002288,122.20833333333292
Op. 25 i,25,i,8.36820083682008,8.36820083682008,8.577405857740583,5.857740585774055,8.15899581589958,8.786610878661085,9.832635983263593,7.531380753138073,9.832635983263595,8.158995815899578,7.949790794979076,8.57740585774058,3.97489539748954,79.6666666666667
Op. 25 ii,25,ii,8.36104513064131,9.358669833729195,7.268408551068867,8.551068883610432,9.643705463182876,8.693586698337272,7.790973871733951,8.598574821852713,8.741092636579555,6.983372921615187,7.695961995249391,8.313539192399032,2.660332541567689,187.946428571429
Op. 25 iii,25,iii,7.609140797772132,6.802358915554096,8.46916209353755,10.119583913506423,9.11213039560979,5.749856663117368,9.69366860512736,10.135965271521002,7.4330411991154035,8.903268080923903,8.035056106151197,7.9367679580637205,4.386108608403633,110.5887681159421
Op. 26,26,,8.919549256329695,8.46492638988758,6.19618798016878,6.717987170268312,6.73158801044543,8.436660295954269,9.355840555576563,7.507072436892084,6.705923816372087,11.44504787495739,11.232046890966169,8.287169322181413,5.248859894788611,1355.0256410256447
Op. 27 i,27,i,8.576642335766424,9.48905109489051,8.75912408759124,7.846715328467154,8.75912408759124,8.94160583941606,8.75912408759124,7.846715328467154,8.75912408759124,8.02919708029197,7.846715328467154,6.386861313868613,3.102189781021896,137.0
Op. 27 ii,27,ii,12.048192771084338,8.433734939759036,8.433734939759036,2.4096385542168677,8.433734939759036,8.433734939759036,12.048192771084338,8.433734939759036,6.626506024096386,9.63855421686747,6.626506024096386,8.433734939759036,9.63855421686747,41.5
Op. 27 iii,27,iii,8.100241724631244,10.404025455083614,9.910709881110941,9.78244783187805,7.4342656997681384,7.994178876227121,8.115041191850421,8.827882196240932,8.107641458240833,5.789058260569284,7.547728281781853,7.98677914261753,4.61496719451433,176.78197674418612
Op. 28 i,28,i,8.564919510193134,7.967508645934691,8.290351121649172,7.691417415524147,8.006645681905738,7.9368995244164795,7.971772603161107,7.849792969648231,9.383447013478664,9.162178090264925,7.605681418435821,9.569386005387805,1.9637045869519847,426.4071428571433
Op. 28 ii,28,ii,7.332472581263065,7.836154424596731,7.892907308352635,9.222343610334734,8.399426795874097,8.19937288063453,9.341524666222135,8.10289297824949,8.406520906343584,8.22207403413689,8.434897348221536,8.609412465770948,2.0090520849590696,251.71785714285622
Op. 28 iii,28,iii,7.613361953313665,7.532868258653077,8.601645648868626,7.707271263751013,8.163402200160997,8.80511582148288,9.290313925409183,7.3517574456667605,8.69331902334318,9.690546462749312,7.398712100885437,9.151685895715953,2.3387890170825516,159.7285714285713
Op. 29 i,29,i,13.025028486110541,9.877804408471164,8.07826804447761,7.359239322619923,9.009469176063794,6.263015205689354,7.3631684413186,8.23936191112332,8.32580252249419,6.455542021924471,7.716789124199429,8.28651133550743,6.762013280421187,276.6413043478266
Op. 29 ii,29,ii,9.744801218488732,7.338907711914482,7.817599701594631,8.168847719996295,8.025861801000927,10.655559354698363,7.587578875384689,7.659071834882372,7.230114077896266,7.640421497622104,8.044512138261192,10.086724068260265,3.4254452768020975,268.09166666666584
Op. 29 iii,29,iii,8.590749075353116,8.824473062697708,8.49338264783206,7.213582282429452,8.118176551847032,8.330511118042837,8.561784234214127,8.592531527115515,8.638652466467594,7.330555679336899,9.14330912169686,8.162292232966415,1.9297268392674072,575.4102564102589
Op. 30,30,,8.467616956368095,9.553045464226269,8.294951711140174,7.197587817667165,7.339778788596287,10.006961936456454,8.891810228409817,7.878157634541911,8.62360984362191,9.188625793164007,7.403002868656919,7.154850957150999,2.852110979305455,828.0423645320196
Op. 31 i,31,i,8.988116449841963,3.7674562478584193,10.552505990636588,8.624794865931495,7.058096460376105,9.482158405777323,6.30736679200623,6.711892773614464,7.396753236401525,10.33822675541945,11.919739103519527,8.852892918616844,8.152282855661108,158.35021597898967
Op. 31 ii,31,ii,7.969924812030039,9.022556390977407,6.616541353383429,6.766917293233055,10.375939849624018,12.1804511278195,7.218045112781921,6.917293233082675,8.270676691729287,8.421052631578911,7.669172932330792,8.571428571428534,5.5639097744360715,237.50000000000108
Op. 31 iii,31,iii,8.400236465226277,6.722096149812172,8.842655275653629,8.798794790137125,8.407864375750886,8.360189934972075,8.320143404717873,8.960887888785077,9.248841511089088,6.842235740574772,8.169492171856838,8.926562291424334,2.526745361276916,374.5642857142854
Op. 31 iv,31,iv,8.160237388724035,10.16320474777448,10.830860534124628,13.427299703264095,6.824925816023739,5.192878338278931,7.34421364985163,8.234421364985161,5.267062314540059,8.679525222551929,8.753709198813056,7.121661721068248,8.234421364985163,96.28571428571429
Op. 31 v,31,v,8.585485854858568,10.701107011070137,6.666666666666682,8.413284132841348,10.504305043050453,8.757687576875789,7.847478474784767,8.142681426814287,8.683886838868407,8.31488314883151,5.854858548585501,7.527675276752784,4.8462484624846365,362.9464285714277
Op. 31 vi,31,vi,5.626598465473131,10.997442455242942,5.882352941176454,9.462915601022997,6.393861892583104,12.020460358056239,6.905370843989754,10.485933503836293,5.882352941176456,8.695652173913023,7.16112531969308,10.485933503836291,6.393861892583108,139.64285714285745
